Source,Branch,Type of Expenditure,Type,COUNTRY,Year,Unit Code,Unit,PowerCode,Value
Public,Active labour market programmes,Total,PCT_GDP,USA,2020,PC,Percentage,Units,0.004
Public,Active labour market programmes,Total,PCT_GDP,CHL,2000,PC,Percentage,Units,0.051
Public,Active labour market programmes,Total,PCT_GDP,CHL,2005,PC,Percentage,Units,0.046
Public,Active labour market programmes,Total,PCT_GDP,CHL,2010,PC,Percentage,Units,0.071
Public,Active labour market programmes,Total,PCT_GDP,CHL,2015,PC,Percentage,Units,0.054
Public,Active labour market programmes,Total,PCT_GDP,CHL,2019,PC,Percentage,Units,0.048
Public,Active labour market programmes,Total,PCT_GDP,CHL,2020,PC,Percentage,Units,0.057
Public,Active labour market programmes,Total,PCT_GDP,CHL,2021,PC,Percentage,Units,0.456
Public,Active labour market programmes,Total,PCT_GDP,EST,2010,PC,Percentage,Units,0.002
Public,Active labour market programmes,Total,PCT_GDP,SVN,2005,PC,Percentage,Units,0.076
Public,Active labour market programmes,Total,PCT_GDP,SVN,2010,PC,Percentage,Units,0.127
Public,Active labour market programmes,Total,PCT_GDP,SVN,2015,PC,Percentage,Units,0.091
Public,Active labour market programmes,Total,PCT_GDP,SVN,2019,PC,Percentage,Units,0.035
Public,Active labour market programmes,Total,PCT_GDP,AUS,2000,PC,Percentage,Units,0.014
Public,Active labour market programmes,Total,PCT_GDP,AUS,2005,PC,Percentage,Units,0.009
Public,Active labour market programmes,Total,PCT_GDP,AUS,2010,PC,Percentage,Units,0.006
Public,Active labour market programmes,Total,PCT_GDP,AUS,2015,PC,Percentage,Units,0.004
Public,Active labour market programmes,Total,PCT_GDP,AUS,2019,PC,Percentage,Units,0.004
Public,Active labour market programmes,Total,PCT_GDP,AUT,2000,PC,Percentage,Units,0.003
Public,Active labour market programmes,Total,PCT_GDP,AUT,2005,PC,Percentage,Units,0.005
Public,Active labour market programmes,Total,PCT_GDP,AUT,2010,PC,Percentage,Units,0.006
Public,Active labour market programmes,Total,PCT_GDP,AUT,2015,PC,Percentage,Units,0.005
Public,Active labour market programmes,Total,PCT_GDP,AUT,2019,PC,Percentage,Units,0.005
Public,Active labour market programmes,Total,PCT_GDP,BEL,2000,PC,Percentage,Units,0.002
Public,Active labour market programmes,Total,PCT_GDP,BEL,2005,PC,Percentage,Units,0.003
Public,Active labour market programmes,Total,PCT_GDP,BEL,2010,PC,Percentage,Units,0.003
Public,Active labour market programmes,Total,PCT_GDP,BEL,2015,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,BEL,2019,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,CAN,2000,PC,Percentage,Units,0.01
Public,Active labour market programmes,Total,PCT_GDP,CAN,2005,PC,Percentage,Units,0.01
Public,Active labour market programmes,Total,PCT_GDP,CAN,2010,PC,Percentage,Units,0.007
Public,Active labour market programmes,Total,PCT_GDP,CAN,2015,PC,Percentage,Units,0.005
Public,Active labour market programmes,Total,PCT_GDP,CAN,2019,PC,Percentage,Units,0.003
Public,Active labour market programmes,Total,PCT_GDP,CAN,2020,PC,Percentage,Units,0.002
Public,Active labour market programmes,Total,PCT_GDP,CZE,2000,PC,Percentage,Units,0.007
Public,Active labour market programmes,Total,PCT_GDP,CZE,2005,PC,Percentage,Units,0.003
Public,Active labour market programmes,Total,PCT_GDP,CZE,2010,PC,Percentage,Units,0.004
Public,Active labour market programmes,Total,PCT_GDP,CZE,2015,PC,Percentage,Units,0.003
Public,Active labour market programmes,Total,PCT_GDP,DNK,2000,PC,Percentage,Units,0.003
Public,Active labour market programmes,Total,PCT_GDP,FIN,2000,PC,Percentage,Units,0.011
Public,Active labour market programmes,Total,PCT_GDP,FIN,2005,PC,Percentage,Units,0.018
Public,Active labour market programmes,Total,PCT_GDP,FIN,2010,PC,Percentage,Units,0.022
Public,Active labour market programmes,Total,PCT_GDP,FIN,2015,PC,Percentage,Units,0.01
Public,Active labour market programmes,Total,PCT_GDP,FIN,2019,PC,Percentage,Units,0.015
Public,Active labour market programmes,Total,PCT_GDP,FRA,2000,PC,Percentage,Units,0.003
Public,Active labour market programmes,Total,PCT_GDP,FRA,2005,PC,Percentage,Units,0.004
Public,Active labour market programmes,Total,PCT_GDP,FRA,2010,PC,Percentage,Units,0.063
Public,Active labour market programmes,Total,PCT_GDP,FRA,2015,PC,Percentage,Units,0.042
Public,Active labour market programmes,Total,PCT_GDP,FRA,2019,PC,Percentage,Units,0.037
Public,Active labour market programmes,Total,PCT_GDP,FRA,2020,PC,Percentage,Units,0.035
Public,Active labour market programmes,Total,PCT_GDP,DEU,2000,PC,Percentage,Units,0.038
Public,Active labour market programmes,Total,PCT_GDP,DEU,2005,PC,Percentage,Units,0.147
Public,Active labour market programmes,Total,PCT_GDP,DEU,2010,PC,Percentage,Units,0.076
Public,Active labour market programmes,Total,PCT_GDP,DEU,2015,PC,Percentage,Units,0.011
Public,Active labour market programmes,Total,PCT_GDP,DEU,2019,PC,Percentage,Units,0.008
Public,Active labour market programmes,Total,PCT_GDP,GRC,2000,PC,Percentage,Units,0.023
Public,Active labour market programmes,Total,PCT_GDP,GRC,2005,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,GRC,2010,PC,Percentage,Units,0.097
Public,Active labour market programmes,Total,PCT_GDP,GRC,2015,PC,Percentage,Units,0.019
Public,Active labour market programmes,Total,PCT_GDP,GRC,2019,PC,Percentage,Units,0.024
Public,Active labour market programmes,Total,PCT_GDP,HUN,2000,PC,Percentage,Units,0.003
Public,Active labour market programmes,Total,PCT_GDP,HUN,2005,PC,Percentage,Units,0.005
Public,Active labour market programmes,Total,PCT_GDP,HUN,2010,PC,Percentage,Units,0.009
Public,Active labour market programmes,Total,PCT_GDP,HUN,2015,PC,Percentage,Units,0.006
Public,Active labour market programmes,Total,PCT_GDP,HUN,2019,PC,Percentage,Units,0.024
Public,Active labour market programmes,Total,PCT_GDP,IRL,2000,PC,Percentage,Units,0.033
Public,Active labour market programmes,Total,PCT_GDP,ITA,2000,PC,Percentage,Units,0.036
Public,Active labour market programmes,Total,PCT_GDP,ITA,2005,PC,Percentage,Units,0.049
Public,Active labour market programmes,Total,PCT_GDP,ITA,2010,PC,Percentage,Units,0.019
Public,Active labour market programmes,Total,PCT_GDP,ITA,2015,PC,Percentage,Units,0.016
Public,Active labour market programmes,Total,PCT_GDP,KOR,2000,PC,Percentage,Units,0.007
Public,Active labour market programmes,Total,PCT_GDP,KOR,2005,PC,Percentage,Units,0.005
Public,Active labour market programmes,Total,PCT_GDP,KOR,2010,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,KOR,2015,PC,Percentage,Units,0.016
Public,Active labour market programmes,Total,PCT_GDP,KOR,2019,PC,Percentage,Units,0.041
Public,Active labour market programmes,Total,PCT_GDP,LUX,2005,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,LUX,2010,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,MEX,2010,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,MEX,2015,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,NZL,2005,PC,Percentage,Units,0.012
Public,Active labour market programmes,Total,PCT_GDP,NZL,2010,PC,Percentage,Units,0.005
Public,Active labour market programmes,Total,PCT_GDP,NZL,2019,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,NZL,2020,PC,Percentage,Units,0.002
Public,Active labour market programmes,Total,PCT_GDP,NOR,2000,PC,Percentage,Units,0.002
Public,Active labour market programmes,Total,PCT_GDP,NOR,2005,PC,Percentage,Units,0.002
Public,Active labour market programmes,Total,PCT_GDP,NOR,2010,PC,Percentage,Units,0.002
Public,Active labour market programmes,Total,PCT_GDP,NOR,2015,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,NOR,2019,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,POL,2000,PC,Percentage,Units,0.015
Public,Active labour market programmes,Total,PCT_GDP,POL,2005,PC,Percentage,Units,0.027
Public,Active labour market programmes,Total,PCT_GDP,POL,2010,PC,Percentage,Units,0.098
Public,Active labour market programmes,Total,PCT_GDP,POL,2015,PC,Percentage,Units,0.052
Public,Active labour market programmes,Total,PCT_GDP,POL,2019,PC,Percentage,Units,0.03
Public,Active labour market programmes,Total,PCT_GDP,PRT,2000,PC,Percentage,Units,0.01
Public,Active labour market programmes,Total,PCT_GDP,PRT,2005,PC,Percentage,Units,0.002
Public,Active labour market programmes,Total,PCT_GDP,PRT,2010,PC,Percentage,Units,0.004
Public,Active labour market programmes,Total,PCT_GDP,PRT,2015,PC,Percentage,Units,0.002
Public,Active labour market programmes,Total,PCT_GDP,PRT,2019,PC,Percentage,Units,0.005
Public,Active labour market programmes,Total,PCT_GDP,SVK,2000,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,SVK,2005,PC,Percentage,Units,0.047
Public,Active labour market programmes,Total,PCT_GDP,SVK,2010,PC,Percentage,Units,0.077
Public,Active labour market programmes,Total,PCT_GDP,SVK,2015,PC,Percentage,Units,0.013
Public,Active labour market programmes,Total,PCT_GDP,SVK,2019,PC,Percentage,Units,0.013
Public,Active labour market programmes,Total,PCT_GDP,ESP,2000,PC,Percentage,Units,0.049
Public,Active labour market programmes,Total,PCT_GDP,ESP,2005,PC,Percentage,Units,0.062
Public,Active labour market programmes,Total,PCT_GDP,ESP,2010,PC,Percentage,Units,0.116
Public,Active labour market programmes,Total,PCT_GDP,ESP,2015,PC,Percentage,Units,0.098
Public,Active labour market programmes,Total,PCT_GDP,ESP,2019,PC,Percentage,Units,0.136
Public,Active labour market programmes,Total,PCT_GDP,SWE,2000,PC,Percentage,Units,0.045
Public,Active labour market programmes,Total,PCT_GDP,SWE,2005,PC,Percentage,Units,0.032
Public,Active labour market programmes,Total,PCT_GDP,SWE,2010,PC,Percentage,Units,0.021
Public,Active labour market programmes,Total,PCT_GDP,SWE,2015,PC,Percentage,Units,0.006
Public,Active labour market programmes,Total,PCT_GDP,SWE,2019,PC,Percentage,Units,0.004
Public,Active labour market programmes,Total,PCT_GDP,CHE,2000,PC,Percentage,Units,0.004
Public,Active labour market programmes,Total,PCT_GDP,CHE,2005,PC,Percentage,Units,0.008
Public,Active labour market programmes,Total,PCT_GDP,CHE,2010,PC,Percentage,Units,0.006
Public,Active labour market programmes,Total,PCT_GDP,CHE,2015,PC,Percentage,Units,0.004
Public,Active labour market programmes,Total,PCT_GDP,CHE,2019,PC,Percentage,Units,0.003
Public,Active labour market programmes,Total,PCT_GDP,GBR,2000,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,GBR,2010,PC,Percentage,Units,0.002
Public,Active labour market programmes,Total,PCT_GDP,CHL,2010,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,CHL,2015,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,CHL,2019,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,CHL,2020,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,CHL,2021,PC,Percentage,Units,0.002
Public,Active labour market programmes,Total,PCT_GDP,EST,2005,PC,Percentage,Units,0.005
Public,Active labour market programmes,Total,PCT_GDP,EST,2010,PC,Percentage,Units,0.02
Public,Active labour market programmes,Total,PCT_GDP,EST,2015,PC,Percentage,Units,0.009
Public,Active labour market programmes,Total,PCT_GDP,EST,2019,PC,Percentage,Units,0.007
Public,Active labour market programmes,Total,PCT_GDP,ISR,2000,PC,Percentage,Units,0.024
Public,Active labour market programmes,Total,PCT_GDP,ISR,2005,PC,Percentage,Units,0.023
Public,Active labour market programmes,Total,PCT_GDP,ISR,2010,PC,Percentage,Units,0.017
Public,Active labour market programmes,Total,PCT_GDP,ISR,2015,PC,Percentage,Units,0.013
Public,Active labour market programmes,Total,PCT_GDP,ISR,2019,PC,Percentage,Units,0.029
Public,Active labour market programmes,Total,PCT_GDP,ISR,2020,PC,Percentage,Units,0.023
Public,Active labour market programmes,Total,PCT_GDP,ISR,2021,PC,Percentage,Units,0.01
Public,Active labour market programmes,Total,PCT_GDP,SVN,2005,PC,Percentage,Units,0.016
Public,Active labour market programmes,Total,PCT_GDP,SVN,2010,PC,Percentage,Units,0.055
Public,Active labour market programmes,Total,PCT_GDP,SVN,2015,PC,Percentage,Units,0.005
Public,Active labour market programmes,Total,PCT_GDP,SVN,2019,PC,Percentage,Units,0.003
Public,Active labour market programmes,Total,PCT_GDP,LVA,2005,PC,Percentage,Units,0.21
Public,Active labour market programmes,Total,PCT_GDP,LVA,2010,PC,Percentage,Units,0.554
Public,Active labour market programmes,Total,PCT_GDP,LVA,2015,PC,Percentage,Units,0.143
Public,Active labour market programmes,Total,PCT_GDP,LVA,2019,PC,Percentage,Units,0.146
Public,Active labour market programmes,Total,PCT_GDP,LVA,2005,PC,Percentage,Units,0.107
Public,Active labour market programmes,Total,PCT_GDP,LVA,2010,PC,Percentage,Units,0.247
Public,Active labour market programmes,Total,PCT_GDP,LVA,2015,PC,Percentage,Units,0.059
Public,Active labour market programmes,Total,PCT_GDP,LVA,2019,PC,Percentage,Units,0.049
Public,Active labour market programmes,Total,PCT_GDP,LVA,2005,PC,Percentage,Units,0.002
Public,Active labour market programmes,Total,PCT_GDP,LVA,2010,PC,Percentage,Units,0.003
Public,Active labour market programmes,Total,PCT_GDP,LVA,2015,PC,Percentage,Units,0.002
Public,Active labour market programmes,Total,PCT_GDP,LVA,2019,PC,Percentage,Units,0.002
Public,Active labour market programmes,Total,PCT_GDP,LVA,2005,PC,Percentage,Units,0.024
Public,Active labour market programmes,Total,PCT_GDP,LVA,2010,PC,Percentage,Units,0.21
Public,Active labour market programmes,Total,PCT_GDP,LVA,2015,PC,Percentage,Units,0.017
Public,Active labour market programmes,Total,PCT_GDP,LVA,2019,PC,Percentage,Units,0.019
Public,Active labour market programmes,Total,PCT_GDP,LVA,2005,PC,Percentage,Units,0.021
Public,Active labour market programmes,Total,PCT_GDP,LVA,2010,PC,Percentage,Units,0.052
Public,Active labour market programmes,Total,PCT_GDP,LVA,2015,PC,Percentage,Units,0.025
Public,Active labour market programmes,Total,PCT_GDP,LVA,2019,PC,Percentage,Units,0.027
Public,Active labour market programmes,Total,PCT_GDP,LVA,2005,PC,Percentage,Units,0.058
Public,Active labour market programmes,Total,PCT_GDP,LVA,2010,PC,Percentage,Units,0.041
Public,Active labour market programmes,Total,PCT_GDP,LVA,2015,PC,Percentage,Units,0.039
Public,Active labour market programmes,Total,PCT_GDP,LVA,2019,PC,Percentage,Units,0.049
Public,Active labour market programmes,Total,PCT_GDP,LTU,2005,PC,Percentage,Units,0.043
Public,Active labour market programmes,Total,PCT_GDP,LTU,2010,PC,Percentage,Units,0.087
Public,Active labour market programmes,Total,PCT_GDP,LTU,2015,PC,Percentage,Units,0.14
Public,Active labour market programmes,Total,PCT_GDP,LTU,2019,PC,Percentage,Units,0.113
Public,Active labour market programmes,Total,PCT_GDP,LTU,2005,PC,Percentage,Units,0.05
Public,Active labour market programmes,Total,PCT_GDP,LTU,2010,PC,Percentage,Units,0.047
Public,Active labour market programmes,Total,PCT_GDP,LTU,2015,PC,Percentage,Units,0.029
Public,Active labour market programmes,Total,PCT_GDP,LTU,2005,PC,Percentage,Units,0.071
Public,Active labour market programmes,Total,PCT_GDP,LTU,2010,PC,Percentage,Units,0.08
Public,Active labour market programmes,Total,PCT_GDP,LTU,2015,PC,Percentage,Units,0.057
Public,Active labour market programmes,Total,PCT_GDP,LTU,2019,PC,Percentage,Units,0.048
Public,Active labour market programmes,Total,PCT_GDP,LTU,2010,PC,Percentage,Units,0.016
Public,Active labour market programmes,Total,PCT_GDP,LTU,2015,PC,Percentage,Units,0.012
Public,Active labour market programmes,Total,PCT_GDP,LTU,2019,PC,Percentage,Units,0.012
Public,Active labour market programmes,Total,PCT_GDP,LTU,2005,PC,Percentage,Units,0.051
Public,Active labour market programmes,Total,PCT_GDP,LTU,2010,PC,Percentage,Units,0.072
Public,Active labour market programmes,Total,PCT_GDP,LTU,2015,PC,Percentage,Units,0.066
Public,Active labour market programmes,Total,PCT_GDP,LTU,2019,PC,Percentage,Units,0.04
Public,Active labour market programmes,Total,PCT_GDP,LTU,2005,PC,Percentage,Units,0.216
Public,Active labour market programmes,Total,PCT_GDP,LTU,2010,PC,Percentage,Units,0.303
Public,Active labour market programmes,Total,PCT_GDP,LTU,2015,PC,Percentage,Units,0.308
Public,Active labour market programmes,Total,PCT_GDP,LTU,2019,PC,Percentage,Units,0.213
Public,Active labour market programmes,Total,PCT_GDP,LTU,2015,PC,Percentage,Units,0.004
Public,Active labour market programmes,Total,PCT_GDP,CRI,2019,PC,Percentage,Units,0.01
Public,Active labour market programmes,Total,PCT_GDP,CRI,2020,PC,Percentage,Units,0.004
Public,Active labour market programmes,Total,PCT_GDP,CRI,2015,PC,Percentage,Units,0.44
Public,Active labour market programmes,Total,PCT_GDP,CRI,2019,PC,Percentage,Units,0.202
Public,Active labour market programmes,Total,PCT_GDP,CRI,2020,PC,Percentage,Units,0.148
Public,Active labour market programmes,Total,PCT_GDP,CRI,2015,PC,Percentage,Units,0.009
Public,Active labour market programmes,Total,PCT_GDP,CRI,2019,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,CRI,2020,PC,Percentage,Units,0.001
Public,Active labour market programmes,Total,PCT_GDP,COL,2010,PC,Percentage,Units,0.009
Public,Active labour market programmes,Total,PCT_GDP,COL,2015,PC,Percentage,Units,0.351
Public,Active labour market programmes,Total,PCT_GDP,COL,2019,PC,Percentage,Units,0.328
Public,Active labour market programmes,Total,PCT_GDP,COL,2020,PC,Percentage,Units,0.351
Public,Active labour market programmes,Total,PCT_GDP,CRI,2015,PC,Percentage,Units,0.033
Public,Active labour market programmes,Total,PCT_GDP,CRI,2019,PC,Percentage,Units,0.009
Public,Active labour market programmes,Total,PCT_GDP,CRI,2020,PC,Percentage,Units,0.005
Public,Active labour market programmes,Total,PCT_GDP,COL,2010,PC,Percentage,Units,0.456
Public,Active labour market programmes,Total,PCT_GDP,COL,2015,PC,Percentage,Units,0.375
Public,Active labour market programmes,Total,PCT_GDP,COL,2019,PC,Percentage,Units,0.341
Public,Active labour market programmes,Total,PCT_GDP,COL,2020,PC,Percentage,Units,0.939
Public,Active labour market programmes,Total,PCT_GDP,COL,2021,PC,Percentage,Units,0.558
Public,Active labour market programmes,Total,PCT_GDP,COL,2015,PC,Percentage,Units,0.02
Public,Active labour market programmes,Total,PCT_GDP,COL,2019,PC,Percentage,Units,0.011
Public,Active labour market programmes,Total,PCT_GDP,COL,2020,PC,Percentage,Units,0.013
Public,Active labour market programmes,Total,PCT_GDP,COL,2010,PC,Percentage,Units,0.004
Public,Active labour market programmes,Total,PCT_GDP,COL,2015,PC,Percentage,Units,0.003
Public,Active labour market programmes,Total,PCT_GDP,COL,2019,PC,Percentage,Units,0.002
Public,Active labour market programmes,Total,PCT_GDP,COL,2020,PC,Percentage,Units,0.002
Public,Active labour market programmes,Total,PCT_GDP,CRI,2015,PC,Percentage,Units,0.482
Public,Active labour market programmes,Total,PCT_GDP,CRI,2019,PC,Percentage,Units,0.223
Public,Active labour market programmes,Total,PCT_GDP,CRI,2020,PC,Percentage,Units,0.158
Public,Active labour market programmes,Total,PCT_GDP,COL,2020,PC,Percentage,Units,0.572
